,FKL05,FKL06,0
14831,MALUKU,BOYOLALI,0
14832,MALUKU,KLATEN,0
14833,MALUKU,SUKOHARJO,0
14834,MALUKU,WONOGIRI,0
14835,MALUKU,KARANGANYAR,0
14836,MALUKU,SRAGEN,0
14837,MALUKU,GROBOGAN,0
14838,MALUKU,BLORA,0
14839,MALUKU,REMBANG,0
14840,MALUKU,PATI,0
14841,MALUKU,KUDUS,0
14842,MALUKU,JEPARA,0
14843,MALUKU,DEMAK,0
14844,MALUKU,SEMARANG,0
14845,MALUKU,TEMANGGUNG,0
14846,MALUKU,KENDAL,0
14847,MALUKU,BATANG,0
14848,MALUKU,PEKALONGAN,0
14849,MALUKU,PEMALANG,0
14850,MALUKU,TEGAL,0
14851,MALUKU,BREBES,0
14852,MALUKU,KOTA MAGELANG,0
14853,MALUKU,KOTA SURAKARTA,0
14854,MALUKU,KOTA SALATIGA,0
14855,MALUKU,KOTA SEMARANG,0
14856,MALUKU,KOTA PEKALONGAN,0
14857,MALUKU,KOTA TEGAL,0
14858,MALUKU,KULON PROGO,0
14859,MALUKU,BANTUL,0
14860,MALUKU,GUNUNG KIDUL,0
14861,MALUKU,SLEMAN,0
14862,MALUKU,KOTA YOGYAKARTA,0
14863,MALUKU,PACITAN,0
14864,MALUKU,PONOROGO,0
14865,MALUKU,TRENGGALEK,0
14866,MALUKU,TULUNGAGUNG,0
14867,MALUKU,BLITAR,0
14868,MALUKU,KEDIRI,0
14869,MALUKU,MALANG,0
14870,MALUKU,LUMAJANG,0
14871,MALUKU,JEMBER,0
14872,MALUKU,BANYUWANGI,0
14873,MALUKU,BONDOWOSO,0
14874,MALUKU,SITUBONDO,0
14875,MALUKU,PROBOLINGGO,0
14876,MALUKU,PASURUAN,0
14877,MALUKU,SIDOARJO,0
14878,MALUKU,MOJOKERTO,0
14879,MALUKU,JOMBANG,0
14880,MALUKU,NGANJUK,0
14881,MALUKU,MADIUN,0
14882,MALUKU,MAGETAN,0
14883,MALUKU,NGAWI,0
14884,MALUKU,BOJONEGORO,0
14885,MALUKU,TUBAN,0
14886,MALUKU,LAMONGAN,0
14887,MALUKU,GRESIK,0
14888,MALUKU,BANGKALAN,0
14889,MALUKU,SAMPANG,0
14890,MALUKU,PAMEKASAN,0
14891,MALUKU,SUMENEP,0
14892,MALUKU,KOTA KEDIRI,0
14893,MALUKU,KOTA BLITAR,0
14894,MALUKU,KOTA MALANG,0
14895,MALUKU,KOTA PROBOLINGGO,0
14896,MALUKU,KOTA PASURUAN,0
14897,MALUKU,KOTA MOJOKERTO,0
14898,MALUKU,KOTA MADIUN,0
14899,MALUKU,KOTA SURABAYA,0
14900,MALUKU,KOTA BATU,0
14901,MALUKU,PANDEGLANG,0
14902,MALUKU,LEBAK,0
14903,MALUKU,TANGERANG,0
14904,MALUKU,SERANG,0
14905,MALUKU,KOTA TANGERANG,0
14906,MALUKU,KOTA CILEGON,0
14907,MALUKU,KOTA SERANG,0
14908,MALUKU,KOTA TANGERANG SELATAN,0
14909,MALUKU,JEMBRANA,0
14910,MALUKU,TABANAN,0
14911,MALUKU,BADUNG,0
14912,MALUKU,GIANYAR,0
14913,MALUKU,KLUNGKUNG,0
14914,MALUKU,BANGLI,0
14915,MALUKU,KARANG ASEM,0
14916,MALUKU,BULELENG,0
14917,MALUKU,KOTA DENPASAR,0
14918,MALUKU,LOMBOK BARAT,0
14919,MALUKU,LOMBOK TENGAH,0
14920,MALUKU,LOMBOK TIMUR,0
14921,MALUKU,SUMBAWA,0
14922,MALUKU,DOMPU,0
14923,MALUKU,BIMA,0
14924,MALUKU,SUMBAWA BARAT,0
14925,MALUKU,LOMBOK UTARA,0
14926,MALUKU,KOTA MATARAM,0
14927,MALUKU,KOTA BIMA,0
14928,MALUKU,SUMBA BARAT,0
14929,MALUKU,SUMBA TIMUR,0
14930,MALUKU,KUPANG,0
14931,MALUKU,TIMOR TENGAH SELATAN,0
14932,MALUKU,TIMOR TENGAH UTARA,0
14933,MALUKU,BELU,0
14934,MALUKU,ALOR,0
14935,MALUKU,LEMBATA,0
14936,MALUKU,FLORES TIMUR,0
14937,MALUKU,SIKKA,0
14938,MALUKU,ENDE,0
14939,MALUKU,NGADA,0
14940,MALUKU,MANGGARAI,0
14941,MALUKU,ROTE NDAO,0
14942,MALUKU,MANGGARAI BARAT,0
14943,MALUKU,SUMBA TENGAH,0
14944,MALUKU,SUMBA BARAT DAYA,0
14945,MALUKU,NAGEKEO,0
14946,MALUKU,SABU RAIJUA,0
14947,MALUKU,MALAKA,0
14948,MALUKU,KOTA KUPANG,0
14949,MALUKU,SAMBAS,0
14950,MALUKU,BENGKAYANG,0
14951,MALUKU,LANDAK,0
14952,MALUKU,MEMPAWAH,0
14953,MALUKU,SANGGAU,0
14954,MALUKU,KETAPANG,0
14955,MALUKU,SINTANG,0
14956,MALUKU,KAPUAS HULU,0
14957,MALUKU,SEKADAU,0
14958,MALUKU,MELAWI,0
14959,MALUKU,KAYONG UTARA,0
14960,MALUKU,KUBU RAYA,0
14961,MALUKU,KOTA PONTIANAK,0
14962,MALUKU,KOTA SINGKAWANG,0
14963,MALUKU,KOTAWARINGIN BARAT,0
14964,MALUKU,KOTAWARINGIN TIMUR,0
14965,MALUKU,KAPUAS,0
14966,MALUKU,BARITO SELATAN,0
14967,MALUKU,BARITO UTARA,0
14968,MALUKU,SUKAMARA,0
14969,MALUKU,LAMANDAU,0
14970,MALUKU,SERUYAN,0
14971,MALUKU,KATINGAN,0
14972,MALUKU,PULANG PISAU,0
14973,MALUKU,GUNUNG MAS,0
14974,MALUKU,BARITO TIMUR,0
14975,MALUKU,MURUNG RAYA,0
14976,MALUKU,KOTA PALANGKA RAYA,0
14977,MALUKU,TANAH LAUT,0
14978,MALUKU,KOTA BARU,0
14979,MALUKU,BANJAR,0
14980,MALUKU,BARITO KUALA,0
14981,MALUKU,TAPIN,0
14982,MALUKU,HULU SUNGAI SELATAN,0
14983,MALUKU,HULU SUNGAI TENGAH,0
14984,MALUKU,HULU SUNGAI UTARA,0
14985,MALUKU,TABALONG,0
14986,MALUKU,TANAH BUMBU,0
14987,MALUKU,BALANGAN,0
14988,MALUKU,KOTA BANJARMASIN,0
14989,MALUKU,KOTA BANJAR BARU,0
14990,MALUKU,PASER,0
14991,MALUKU,KUTAI BARAT,0
14992,MALUKU,KUTAI KARTANEGARA,0
14993,MALUKU,KUTAI TIMUR,0
14994,MALUKU,BERAU,0
14995,MALUKU,PENAJAM PASER UTARA,0
14996,MALUKU,KOTA BALIKPAPAN,0
14997,MALUKU,KOTA SAMARINDA,0
14998,MALUKU,KOTA BONTANG,0
14999,MALUKU,MALINAU,0
15000,MALUKU,BULUNGAN,0
15001,MALUKU,NUNUKAN,0
15002,MALUKU,KOTA TARAKAN,0
15003,MALUKU,BOLAANG MONGONDOW,0
15004,MALUKU,MINAHASA,0
15005,MALUKU,KEPULAUAN SANGIHE,0
15006,MALUKU,KEPULAUAN TALAUD,0
15007,MALUKU,MINAHASA SELATAN,0
15008,MALUKU,MINAHASA UTARA,0
15009,MALUKU,BOLAANG MONGONDOW UTARA,0
15010,MALUKU,SIAU TAGULANDANG BIAR,0
15011,MALUKU,MINAHASA TENGGARA,0
15012,MALUKU,BOLAANG MONGONDOW SELATAN,0
15013,MALUKU,KOTA MANADO,0
15014,MALUKU,KOTA BITUNG,0
15015,MALUKU,KOTA TOMOHON,0
15016,MALUKU,KOTA KOTAMOBAGU,0
15017,MALUKU,BANGGAI KEPULAUAN,0
15018,MALUKU,BANGGAI,0
15019,MALUKU,MOROWALI,0
15020,MALUKU,POSO,0
15021,MALUKU,DONGGALA,0
15022,MALUKU,TOLI-TOLI,0
15023,MALUKU,BUOL,0
15024,MALUKU,PARIGI MOUTONG,0
15025,MALUKU,TOJO UNA-UNA,0
15026,MALUKU,SIGI,0
15027,MALUKU,BANGGAI LAUT,0
15028,MALUKU,MOROWALI UTARA,0
15029,MALUKU,KOTA PALU,0
15030,MALUKU,KEPULAUAN SELAYAR,0
15031,MALUKU,BULUKUMBA,0
15032,MALUKU,BANTAENG,0
15033,MALUKU,JENEPONTO,0
15034,MALUKU,TAKALAR,0
15035,MALUKU,GOWA,0
15036,MALUKU,SINJAI,0
15037,MALUKU,MAROS,0
15038,MALUKU,PANGKAJENE KEPULAUAN,0
15039,MALUKU,BARRU,0
15040,MALUKU,BONE,0
15041,MALUKU,SOPPENG,0
15042,MALUKU,WAJO,0
15043,MALUKU,SIDENRENG RAPPANG,0
15044,MALUKU,PINRANG,0
15045,MALUKU,ENREKANG,0
15046,MALUKU,LUWU,0
15047,MALUKU,TANA TORAJA,0
15048,MALUKU,LUWU UTARA,0
15049,MALUKU,LUWU TIMUR,0
15050,MALUKU,TORAJA UTARA,0
15051,MALUKU,KOTA MAKASSAR,0
15052,MALUKU,KOTA PAREPARE,0
15053,MALUKU,KOTA PALOPO,0
15054,MALUKU,BUTON,0
15055,MALUKU,MUNA,0
15056,MALUKU,KONAWE,0
15057,MALUKU,Kolaka,0
15058,MALUKU,KONAWE SELATAN,0
15059,MALUKU,BOMBANA,0
15060,MALUKU,WAKATOBI,0
15061,MALUKU,KOLAKA UTARA,0
15062,MALUKU,BUTON UTARA,0
15063,MALUKU,KONAWE UTARA,0
15064,MALUKU,KOLAKA TIMUR,0
15065,MALUKU,MUNA BARAT,0
15066,MALUKU,BUTON TENGAH,0
15067,MALUKU,BUTON SELATAN,0
15068,MALUKU,KOTA KENDARI,0
15069,MALUKU,KOTA BAUBAU,0
15070,MALUKU,BOALEMO,0
15071,MALUKU,GORONTALO,0
15072,MALUKU,POHUWATO,0
15073,MALUKU,BONE BOLANGO,0
15074,MALUKU,GORONTALO UTARA,0
15075,MALUKU,KOTA GORONTALO,0
15076,MALUKU,MAJENE,0
15077,MALUKU,POLEWALI MANDAR,0
15078,MALUKU,MAMASA,0
15079,MALUKU,MAMUJU,0
15080,MALUKU,MAMUJU UTARA,0
15081,MALUKU,MAMUJU TENGAH,0
15082,MALUKU,MALUKU TENGGARA BARAT,82
15083,MALUKU,MALUKU TENGGARA,459
15084,MALUKU,MALUKU TENGAH,260
15085,MALUKU,BURU,88
15086,MALUKU,KEPULAUAN ARU,196
15087,MALUKU,SERAM BAGIAN BARAT,53
15088,MALUKU,SERAM BAGIAN TIMUR,110
15089,MALUKU,MALUKU BARAT DAYA,17
15090,MALUKU,BURU SELATAN,49
15091,MALUKU,KOTA AMBON,2417
15092,MALUKU,KOTA TUAL,123
15093,MALUKU,HALMAHERA BARAT,0
15094,MALUKU,HALMAHERA TENGAH,0
15095,MALUKU,KEPULAUAN SULA,0
15096,MALUKU,HALMAHERA SELATAN,0
15097,MALUKU,HALMAHERA UTARA,0
15098,MALUKU,HALMAHERA TIMUR,0
15099,MALUKU,PULAU MOROTAI,0
15100,MALUKU,KOTA TERNATE,0
15101,MALUKU,KOTA TIDORE KEPULAUAN,0
15102,MALUKU,FAKFAK,0
15103,MALUKU,KAIMANA,0
15104,MALUKU,TELUK WONDAMA,0
15105,MALUKU,TELUK BINTUNI,0
15106,MALUKU,MANOKWARI,0
15107,MALUKU,SORONG SELATAN,0
15108,MALUKU,SORONG,0
15109,MALUKU,RAJA AMPAT,0
15110,MALUKU,KOTA SORONG,0
15111,MALUKU,MERAUKE,0
15112,MALUKU,JAYAWIJAYA,0
15113,MALUKU,JAYAPURA,0
15114,MALUKU,NABIRE,0
15115,MALUKU,KEPULAUAN YAPEN,0
15116,MALUKU,BIAK NUMFOR,0
15117,MALUKU,PANIAI,0
15118,MALUKU,PUNCAK JAYA,0
15119,MALUKU,MIMIKA,0
15120,MALUKU,BOVEN DIGOEL,0
15121,MALUKU,MAPPI,0
15122,MALUKU,ASMAT,0
15123,MALUKU,YAHUKIMO,0
15124,MALUKU,KEEROM,0
15125,MALUKU,SUPIORI,0
15126,MALUKU,LANNY JAYA,0
15127,MALUKU,KOTA JAYAPURA,0
15128,MALUKU UTARA,SIMEULUE,0
15129,MALUKU UTARA,ACEH SINGKIL,0
15130,MALUKU UTARA,ACEH SELATAN,0
15131,MALUKU UTARA,ACEH TENGGARA,0
15132,MALUKU UTARA,ACEH TIMUR,0
15133,MALUKU UTARA,ACEH TENGAH,0
15134,MALUKU UTARA,ACEH BARAT,0
15135,MALUKU UTARA,ACEH BESAR,0
15136,MALUKU UTARA,PIDIE,0
15137,MALUKU UTARA,BIREUEN,0
15138,MALUKU UTARA,ACEH UTARA,0
15139,MALUKU UTARA,ACEH BARAT DAYA,0
15140,MALUKU UTARA,GAYO LUES,0
15141,MALUKU UTARA,ACEH TAMIANG,0
15142,MALUKU UTARA,NAGAN RAYA,0
15143,MALUKU UTARA,ACEH JAYA,0
15144,MALUKU UTARA,BENER MERIAH,0
15145,MALUKU UTARA,PIDIE JAYA,0
15146,MALUKU UTARA,KOTA BANDA ACEH,0
15147,MALUKU UTARA,KOTA SABANG,0
15148,MALUKU UTARA,KOTA LANGSA,0
15149,MALUKU UTARA,KOTA LHOKSEUMAWE,0
15150,MALUKU UTARA,KOTA SUBULUSSALAM,0
15151,MALUKU UTARA,NIAS,0
15152,MALUKU UTARA,MANDAILING NATAL,0
15153,MALUKU UTARA,TAPANULI SELATAN,0
15154,MALUKU UTARA,TAPANULI TENGAH,0
15155,MALUKU UTARA,TAPANULI UTARA,0
15156,MALUKU UTARA,TOBA SAMOSIR,0
15157,MALUKU UTARA,LABUHAN BATU,0
15158,MALUKU UTARA,ASAHAN,0
15159,MALUKU UTARA,SIMALUNGUN,0
15160,MALUKU UTARA,DAIRI,0
15161,MALUKU UTARA,KARO,0
15162,MALUKU UTARA,DELI SERDANG,0
15163,MALUKU UTARA,LANGKAT,0
15164,MALUKU UTARA,HUMBANG HASUNDUTAN,0
15165,MALUKU UTARA,PAKPAK BHARAT,0
15166,MALUKU UTARA,SAMOSIR,0
15167,MALUKU UTARA,SERDANG BEDAGAI,0
15168,MALUKU UTARA,BATU BARA,0
15169,MALUKU UTARA,PADANG LAWAS UTARA,0
15170,MALUKU UTARA,PADANG LAWAS,0
15171,MALUKU UTARA,LABUHAN BATU SELATAN,0
15172,MALUKU UTARA,LABUHAN BATU UTARA,0
15173,MALUKU UTARA,KOTA SIBOLGA,0
15174,MALUKU UTARA,KOTA TANJUNG BALAI,0
15175,MALUKU UTARA,KOTA PEMATANG SIANTAR,0
15176,MALUKU UTARA,KOTA TEBING TINGGI,0
15177,MALUKU UTARA,KOTA MEDAN,0
15178,MALUKU UTARA,KOTA BINJAI,0
15179,MALUKU UTARA,KOTA PADANGSIDIMPUAN,0
15180,MALUKU UTARA,KOTA GUNUNGSITOLI,0
15181,MALUKU UTARA,KEPULAUAN MENTAWAI,0
15182,MALUKU UTARA,PESISIR SELATAN,0
15183,MALUKU UTARA,SOLOK,0
15184,MALUKU UTARA,SIJUNJUNG,0
15185,MALUKU UTARA,TANAH DATAR,0
15186,MALUKU UTARA,PADANG PARIAMAN,0
15187,MALUKU UTARA,AGAM,0
15188,MALUKU UTARA,LIMA PULUH KOTA,0
15189,MALUKU UTARA,PASAMAN,0
15190,MALUKU UTARA,SOLOK SELATAN,0
15191,MALUKU UTARA,DHARMASRAYA,0
15192,MALUKU UTARA,PASAMAN BARAT,0
15193,MALUKU UTARA,KOTA PADANG,0
15194,MALUKU UTARA,KOTA SOLOK,0
15195,MALUKU UTARA,KOTA SAWAH LUNTO,0
15196,MALUKU UTARA,KOTA PADANG PANJANG,0
15197,MALUKU UTARA,KOTA BUKITTINGGI,0
15198,MALUKU UTARA,KOTA PAYAKUMBUH,0
15199,MALUKU UTARA,KOTA PARIAMAN,0
15200,MALUKU UTARA,KUANTAN SINGINGI,0
15201,MALUKU UTARA,INDRAGIRI HULU,0
15202,MALUKU UTARA,INDRAGIRI HILIR,0
15203,MALUKU UTARA,PELALAWAN,0
15204,MALUKU UTARA,SIAK,0
15205,MALUKU UTARA,KAMPAR,0
15206,MALUKU UTARA,ROKAN HULU,0
15207,MALUKU UTARA,BENGKALIS,0
15208,MALUKU UTARA,ROKAN HILIR,0
15209,MALUKU UTARA,KEPULAUAN MERANTI,0
15210,MALUKU UTARA,KOTA PEKANBARU,0
15211,MALUKU UTARA,KOTA DUMAI,0
15212,MALUKU UTARA,MERANGIN,0
15213,MALUKU UTARA,SAROLANGUN,0
15214,MALUKU UTARA,BATANG HARI,0
15215,MALUKU UTARA,MUARO JAMBI,0
15216,MALUKU UTARA,TANJUNG JABUNG TIMUR,0
15217,MALUKU UTARA,TANJUNG JABUNG BARAT,0
15218,MALUKU UTARA,TEBO,0
15219,MALUKU UTARA,BUNGO,0
15220,MALUKU UTARA,KOTA JAMBI,0
15221,MALUKU UTARA,KOTA SUNGAI PENUH,0
15222,MALUKU UTARA,OGAN KOMERING ULU,0
15223,MALUKU UTARA,OGAN KOMERING ILIR,0
15224,MALUKU UTARA,MUARA ENIM,0
15225,MALUKU UTARA,LAHAT,0
15226,MALUKU UTARA,MUSI RAWAS,0
15227,MALUKU UTARA,MUSI BANYUASIN,0
15228,MALUKU UTARA,BANYUASIN,0
15229,MALUKU UTARA,OGAN KOMERING ULU SELATAN,0
15230,MALUKU UTARA,OGAN KOMERING ULU TIMUR,0
15231,MALUKU UTARA,OGAN ILIR,0
15232,MALUKU UTARA,EMPAT LAWANG,0
15233,MALUKU UTARA,PENUKAL ABAB LEMATANG ILIR,0
15234,MALUKU UTARA,MUSI RAWAS UTARA,0
15235,MALUKU UTARA,KOTA PALEMBANG,0
15236,MALUKU UTARA,KOTA PRABUMULIH,0
15237,MALUKU UTARA,KOTA PAGAR ALAM,0
15238,MALUKU UTARA,KOTA LUBUKLINGGAU,0
15239,MALUKU UTARA,BENGKULU SELATAN,0
15240,MALUKU UTARA,REJANG LEBONG,0
15241,MALUKU UTARA,BENGKULU UTARA,0
15242,MALUKU UTARA,KAUR,0
15243,MALUKU UTARA,SELUMA,0
15244,MALUKU UTARA,MUKOMUKO,0
15245,MALUKU UTARA,LEBONG,0
15246,MALUKU UTARA,KEPAHIANG,0
15247,MALUKU UTARA,BENGKULU TENGAH,0
15248,MALUKU UTARA,KOTA BENGKULU,0
15249,MALUKU UTARA,LAMPUNG BARAT,0
15250,MALUKU UTARA,TANGGAMUS,0
15251,MALUKU UTARA,LAMPUNG SELATAN,0
15252,MALUKU UTARA,LAMPUNG TIMUR,0
15253,MALUKU UTARA,LAMPUNG TENGAH,0
15254,MALUKU UTARA,LAMPUNG UTARA,0
15255,MALUKU UTARA,WAY KANAN,0
15256,MALUKU UTARA,TULANGBAWANG,0
15257,MALUKU UTARA,PESAWARAN,0
15258,MALUKU UTARA,PRINGSEWU,0
15259,MALUKU UTARA,MESUJI,0
15260,MALUKU UTARA,TULANG BAWANG BARAT,0
15261,MALUKU UTARA,PESISIR BARAT,0
15262,MALUKU UTARA,KOTA BANDAR LAMPUNG,0
15263,MALUKU UTARA,KOTA METRO,0
15264,MALUKU UTARA,BANGKA,0
15265,MALUKU UTARA,BELITUNG,0
15266,MALUKU UTARA,BANGKA BARAT,0
15267,MALUKU UTARA,BANGKA TENGAH,0
15268,MALUKU UTARA,BANGKA SELATAN,0
15269,MALUKU UTARA,BELITUNG TIMUR,0
15270,MALUKU UTARA,KOTA PANGKAL PINANG,0
15271,MALUKU UTARA,KARIMUN,0
15272,MALUKU UTARA,BINTAN,0
15273,MALUKU UTARA,NATUNA,0
15274,MALUKU UTARA,LINGGA,0
15275,MALUKU UTARA,KEPULAUAN ANAMBAS,0
15276,MALUKU UTARA,KOTA BATAM,0
15277,MALUKU UTARA,KOTA TANJUNG PINANG,0
15278,MALUKU UTARA,KEPULAUAN SERIBU,0
15279,MALUKU UTARA,KOTA JAKARTA SELATAN,0
15280,MALUKU UTARA,KOTA JAKARTA TIMUR,0
15281,MALUKU UTARA,KOTA JAKARTA PUSAT,0
15282,MALUKU UTARA,KOTA JAKARTA BARAT,0
15283,MALUKU UTARA,KOTA JAKARTA UTARA,0
15284,MALUKU UTARA,BOGOR,0
15285,MALUKU UTARA,SUKABUMI,0
15286,MALUKU UTARA,CIANJUR,0
15287,MALUKU UTARA,BANDUNG,0
15288,MALUKU UTARA,GARUT,0
15289,MALUKU UTARA,TASIKMALAYA,0
15290,MALUKU UTARA,CIAMIS,0
15291,MALUKU UTARA,KUNINGAN,0
15292,MALUKU UTARA,CIREBON,0
15293,MALUKU UTARA,MAJALENGKA,0
15294,MALUKU UTARA,SUMEDANG,0
15295,MALUKU UTARA,INDRAMAYU,0
15296,MALUKU UTARA,SUBANG,0
15297,MALUKU UTARA,PURWAKARTA,0
15298,MALUKU UTARA,KARAWANG,0
15299,MALUKU UTARA,BEKASI,0
15300,MALUKU UTARA,BANDUNG BARAT,0
15301,MALUKU UTARA,PANGANDARAN,0
15302,MALUKU UTARA,KOTA BOGOR,0
15303,MALUKU UTARA,KOTA SUKABUMI,0
15304,MALUKU UTARA,KOTA BANDUNG,0
15305,MALUKU UTARA,KOTA CIREBON,0
15306,MALUKU UTARA,KOTA BEKASI,0
15307,MALUKU UTARA,KOTA DEPOK,0
15308,MALUKU UTARA,KOTA CIMAHI,0
15309,MALUKU UTARA,KOTA TASIKMALAYA,0
15310,MALUKU UTARA,KOTA BANJAR,0
15311,MALUKU UTARA,CILACAP,0
15312,MALUKU UTARA,BANYUMAS,0
15313,MALUKU UTARA,PURBALINGGA,0
15314,MALUKU UTARA,BANJARNEGARA,0
15315,MALUKU UTARA,KEBUMEN,0
15316,MALUKU UTARA,PURWOREJO,0
15317,MALUKU UTARA,WONOSOBO,0
15318,MALUKU UTARA,MAGELANG,0
15319,MALUKU UTARA,BOYOLALI,0
15320,MALUKU UTARA,KLATEN,0
15321,MALUKU UTARA,SUKOHARJO,0
15322,MALUKU UTARA,WONOGIRI,0
15323,MALUKU UTARA,KARANGANYAR,0
15324,MALUKU UTARA,SRAGEN,0
15325,MALUKU UTARA,GROBOGAN,0
15326,MALUKU UTARA,BLORA,0
15327,MALUKU UTARA,REMBANG,0
15328,MALUKU UTARA,PATI,0
15329,MALUKU UTARA,KUDUS,0
15330,MALUKU UTARA,JEPARA,0
15331,MALUKU UTARA,DEMAK,0
15332,MALUKU UTARA,SEMARANG,0
15333,MALUKU UTARA,TEMANGGUNG,0
15334,MALUKU UTARA,KENDAL,0
15335,MALUKU UTARA,BATANG,0
15336,MALUKU UTARA,PEKALONGAN,0
15337,MALUKU UTARA,PEMALANG,0
15338,MALUKU UTARA,TEGAL,0
15339,MALUKU UTARA,BREBES,0
15340,MALUKU UTARA,KOTA MAGELANG,0
15341,MALUKU UTARA,KOTA SURAKARTA,0
15342,MALUKU UTARA,KOTA SALATIGA,0
15343,MALUKU UTARA,KOTA SEMARANG,0
15344,MALUKU UTARA,KOTA PEKALONGAN,0
15345,MALUKU UTARA,KOTA TEGAL,0
15346,MALUKU UTARA,KULON PROGO,0
15347,MALUKU UTARA,BANTUL,0
15348,MALUKU UTARA,GUNUNG KIDUL,0
15349,MALUKU UTARA,SLEMAN,0
15350,MALUKU UTARA,KOTA YOGYAKARTA,0
15351,MALUKU UTARA,PACITAN,0
15352,MALUKU UTARA,PONOROGO,0
15353,MALUKU UTARA,TRENGGALEK,0
15354,MALUKU UTARA,TULUNGAGUNG,0
15355,MALUKU UTARA,BLITAR,0
15356,MALUKU UTARA,KEDIRI,0
15357,MALUKU UTARA,MALANG,0
15358,MALUKU UTARA,LUMAJANG,0
15359,MALUKU UTARA,JEMBER,0
15360,MALUKU UTARA,BANYUWANGI,0
15361,MALUKU UTARA,BONDOWOSO,0
15362,MALUKU UTARA,SITUBONDO,0
15363,MALUKU UTARA,PROBOLINGGO,0
15364,MALUKU UTARA,PASURUAN,0
15365,MALUKU UTARA,SIDOARJO,0
15366,MALUKU UTARA,MOJOKERTO,0
15367,MALUKU UTARA,JOMBANG,0
15368,MALUKU UTARA,NGANJUK,0
15369,MALUKU UTARA,MADIUN,0
15370,MALUKU UTARA,MAGETAN,0
15371,MALUKU UTARA,NGAWI,0
15372,MALUKU UTARA,BOJONEGORO,0
15373,MALUKU UTARA,TUBAN,0
15374,MALUKU UTARA,LAMONGAN,0
15375,MALUKU UTARA,GRESIK,0
15376,MALUKU UTARA,BANGKALAN,0
15377,MALUKU UTARA,SAMPANG,0
15378,MALUKU UTARA,PAMEKASAN,0
15379,MALUKU UTARA,SUMENEP,0
15380,MALUKU UTARA,KOTA KEDIRI,0
15381,MALUKU UTARA,KOTA BLITAR,0
15382,MALUKU UTARA,KOTA MALANG,0
15383,MALUKU UTARA,KOTA PROBOLINGGO,0
15384,MALUKU UTARA,KOTA PASURUAN,0
15385,MALUKU UTARA,KOTA MOJOKERTO,0
15386,MALUKU UTARA,KOTA MADIUN,0
15387,MALUKU UTARA,KOTA SURABAYA,0
15388,MALUKU UTARA,KOTA BATU,0
15389,MALUKU UTARA,PANDEGLANG,0
15390,MALUKU UTARA,LEBAK,0
15391,MALUKU UTARA,TANGERANG,0
15392,MALUKU UTARA,SERANG,0
15393,MALUKU UTARA,KOTA TANGERANG,0
15394,MALUKU UTARA,KOTA CILEGON,0
15395,MALUKU UTARA,KOTA SERANG,0
15396,MALUKU UTARA,KOTA TANGERANG SELATAN,0
15397,MALUKU UTARA,JEMBRANA,0
15398,MALUKU UTARA,TABANAN,0
15399,MALUKU UTARA,BADUNG,0
15400,MALUKU UTARA,GIANYAR,0
15401,MALUKU UTARA,KLUNGKUNG,0
15402,MALUKU UTARA,BANGLI,0
15403,MALUKU UTARA,KARANG ASEM,0
15404,MALUKU UTARA,BULELENG,0
15405,MALUKU UTARA,KOTA DENPASAR,0
15406,MALUKU UTARA,LOMBOK BARAT,0
15407,MALUKU UTARA,LOMBOK TENGAH,0
15408,MALUKU UTARA,LOMBOK TIMUR,0
15409,MALUKU UTARA,SUMBAWA,0
15410,MALUKU UTARA,DOMPU,0
15411,MALUKU UTARA,BIMA,0
15412,MALUKU UTARA,SUMBAWA BARAT,0
15413,MALUKU UTARA,LOMBOK UTARA,0
15414,MALUKU UTARA,KOTA MATARAM,0
15415,MALUKU UTARA,KOTA BIMA,0
15416,MALUKU UTARA,SUMBA BARAT,0
15417,MALUKU UTARA,SUMBA TIMUR,0
15418,MALUKU UTARA,KUPANG,0
15419,MALUKU UTARA,TIMOR TENGAH SELATAN,0
15420,MALUKU UTARA,TIMOR TENGAH UTARA,0
15421,MALUKU UTARA,BELU,0
15422,MALUKU UTARA,ALOR,0
15423,MALUKU UTARA,LEMBATA,0
15424,MALUKU UTARA,FLORES TIMUR,0
15425,MALUKU UTARA,SIKKA,0
15426,MALUKU UTARA,ENDE,0
15427,MALUKU UTARA,NGADA,0
15428,MALUKU UTARA,MANGGARAI,0
15429,MALUKU UTARA,ROTE NDAO,0
15430,MALUKU UTARA,MANGGARAI BARAT,0
15431,MALUKU UTARA,SUMBA TENGAH,0
15432,MALUKU UTARA,SUMBA BARAT DAYA,0
15433,MALUKU UTARA,NAGEKEO,0
15434,MALUKU UTARA,SABU RAIJUA,0
15435,MALUKU UTARA,MALAKA,0
15436,MALUKU UTARA,KOTA KUPANG,0
15437,MALUKU UTARA,SAMBAS,0
15438,MALUKU UTARA,BENGKAYANG,0
15439,MALUKU UTARA,LANDAK,0
15440,MALUKU UTARA,MEMPAWAH,0
15441,MALUKU UTARA,SANGGAU,0
15442,MALUKU UTARA,KETAPANG,0
15443,MALUKU UTARA,SINTANG,0
15444,MALUKU UTARA,KAPUAS HULU,0
15445,MALUKU UTARA,SEKADAU,0
15446,MALUKU UTARA,MELAWI,0
15447,MALUKU UTARA,KAYONG UTARA,0
15448,MALUKU UTARA,KUBU RAYA,0
15449,MALUKU UTARA,KOTA PONTIANAK,0
15450,MALUKU UTARA,KOTA SINGKAWANG,0
